Name,Ticker,SEC CIK,Exchange,Exchange Country,Business Country,Company Name,Company Id,SecId,CUSIP,ISIN,Industry,"Return Date 
(Daily)",Last Close,"Market Cap (mil) 
(Daily) 
USD",Earnings Yield (Daily),P/E Ratio (TTM) (Long),"Price 52 Wk High 
USD","Price 52 Wk Low 
USD",Price/Fair Value,"Latest 
Dividend 
Date","Latest Dividend 
USD",Share Split,Dividend Declare Date,Dividend Record Date,Dividend Payable Date,"Grossed Up Dividend 
Amount",Dividend Yield % TTM,"Grossed Up Dividend 
Yield % TTM",Forward Dividend Yield %,Earnings Yield % TTM,Forward Earnings Yield %,Current Return %,Date: Inc Statement TTM,EPS TTM,"Revenue (mil) 
TTM 
USD","Net Income (mil) 
TTM 
USD","Dividend per Share 
TTM 
USD","Base 
Currency",Primary Share,Primary Share for Company,Sector,NAICS,SIC,Hemscott Industry,GICS Sub-Industry,GICS Industry,GICS Industry Group,GICS Sector,Russell Sector,Russell Sub-Sector,Russell Industry,MSCI Country,"Equity 
Style Box (Long)",Stock Type,Analyst Name,Analysis Date,Security Type,"Equity Profile 
Report Date",IPO Date,IPO Offer Price,"Note Effective 
Date",Delisting Date,Delisting Reason,"India Market 
Cap Date",India Market Cap,Indian Stock Category,ICB Industry,ICB Supersector,ICB Sector,ICB Subsector,Market Industry Code - JP,Market Industry Name - JP,Local Short Trading Name,Local Legal Trading Name,"ESG Risk 
Rating Assessment",Submarket,ADR
Teleflex Inc,TFX,96943,"New York Stock Exchange, Inc.",United States,United States,Teleflex Inc,0C00000CKL,0P000005CU,,,Medical Instruments & Supplies,7/5/2022,252.25,"11,830.54",0.04,23.92,428.36,244.81,1.2,5/13/2022,0.34,"[1978-06-16]	1.000000	2.000000;[1980-12-16]	1.000000	2.000000;[1981-09-16]	2.000000	3.000000;[1986-06-17]	1.000000	2.000000;[1991-06-17]	2.000000	3.000000;[1997-06-17]	1.000000	2.000000;",5/2/2022,5/16/2022,6/15/2022,,0.54,,0.54,4.08,5.49,-1.11,3/31/2022,10.28,"2,817.35",487.65,1.36,US Dollar,Yes,Yes,Healthcare,;;;Surgical and Medical Instrument Manufacturing;,;;;SURGICAL & MEDICAL INSTRUMENTS & APPARATUS;,,,,,,Healthcare,Medical Equipment And Services,Medical & dental instruments & supplies,,Mid Blend,Classic Growth,Aaron Degagne,3/31/2022,Common Stock,,4/28/1994,,,,,,,,,,,,,,,,,,No
Teradyne Inc,TER,97210,Nasdaq - All Markets,United States,United States,Teradyne Inc,0C00000CLR,0P000005DY,,,Semiconductor Equipment & Materials,7/5/2022,86.81,"13,907.22",0.06,16.71,168.91,82.97,0.5,5/24/2022,0.11,"[1982-10-25]	1.000000	2.000000;[1983-08-01]	1.000000	2.000000;[1995-08-30]	1.000000	2.000000;[1999-09-01]	1.000000	2.000000;",5/12/2022,5/25/2022,6/17/2022,,0.48,,0.51,6.17,5.58,1.18,3/31/2022,5.36,"3,676.65",971.01,0.41,US Dollar,Yes,Yes,Technology,;Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals;,;INSTRUMENTS FOR MEASURING & TESTING OF ELECTRICITY;,,,,,,Technology,Electronics,Production technology equipment,,Mid Blend,Cyclical,William Kerwin,1/27/2022,Common Stock,,5/15/1979,,,,,,,,,,,,,,,,,,No
Tesla Inc,TSLA,1318605,Nasdaq - All Markets,United States,United States,Tesla Inc,0C00004EP4,0P0000OQN8,,,Auto Manufacturers,7/5/2022,699.2,"724,644.29",0.01,91.37,"1,243.49",620.46,0.93,,,"[2020-08-31]	1.000000	5.000000",,,,,,,,1.05,1.63,2.55,3/31/2022,7.37,"62,190.00","8,399.00",,US Dollar,Yes,Yes,Consumer Cyclical,Motor Vehicle Body Manufacturing,MOTOR VEHICLES & PASSENGER CAR BODIES,,,,,,Consumer Discretionary,Auto & Auto Parts,Automobiles,,Large Growth,Cyclical,"Seth Goldstein, CFA",4/21/2022,Common Stock,5/11/2012,6/29/2010,,,,,,,,,,,,,,,,,,No
Texas Instruments Inc,TXN,97476,Nasdaq - All Markets,United States,United States,Texas Instruments Inc,0C00000CM8,0P000005EI,,,Semiconductors,7/5/2022,149.1,"137,490.16",0.06,17.58,202.26,144.46,0.9,5/6/2022,1.15,"[1973-05-29]	1.000000	2.000000;[1987-06-15]	1.000000	3.000000;[1995-08-21]	1.000000	2.000000;[1997-11-24]	1.000000	2.000000;[1999-08-17]	1.000000	2.000000;[2000-05-23]	1.000000	2.000000;",4/28/2022,5/9/2022,5/17/2022,,3,,3.09,5.86,5.93,0.38,3/31/2022,8.74,"18,960.00","8,217.00",4.34,US Dollar,Yes,Yes,Technology,;;Semiconductor and Related Device Manufacturing;,;;SEMICONDUCTORS & RELATED DEVICES;,,,,,,Technology,Electronics,Semiconductors and components,,Large Blend,Cyclical,"Brian Colello, CPA",4/26/2022,Common Stock,5/11/2012,10/1/1953,,,,,,,,,,,,,,,,,,No
Textron Inc,TXT,217346,"New York Stock Exchange, Inc.",United States,United States,Textron Inc,0C00000CME,0P000005EO,,,Aerospace & Defense,7/5/2022,59.57,"12,812.51",0.06,17.8,79.45,57.11,1.17,6/9/2022,0.02,"[1987-05-29]	1.000000	2.000000;[1997-06-02]	1.000000	2.000000;[2007-08-27]	1.000000	2.000000;",4/27/2022,6/10/2022,7/1/2022,,0.13,,0.13,5.76,6.88,-2.52,3/31/2022,3.43,"12,504.00",768,0.08,US Dollar,Yes,Yes,Industrials,;;;Aircraft Manufacturing;;;,;;AIRCRAFT;;;;,,,,,,Producer Durables,Transportation & Freight,Aerospace,,Mid Blend,Cyclical,"Burkett Huey, CFA",4/28/2022,Common Stock,,1/2/1968,,,,,,,,,,,,,,,,,,No
The AES Corp,AES,874761,"New York Stock Exchange, Inc.",United States,United States,The AES Corp,0C000009A4,0P0000001P,,,Utilities - Diversified,7/5/2022,21.18,"14,145.27",-0.01,,26.52,18.62,1.01,4/28/2022,0.16,"[1994-02-01]	2.000000	3.000000;[1997-08-29]	1.000000	2.000000;[2000-06-02]	1.000000	2.000000;",2/25/2022,4/29/2022,5/13/2022,,2.91,,2.98,-1.13,7.65,-1.4,3/31/2022,-0.23,"11,358.00",-146,0.61,US Dollar,Yes,Yes,Utilities,Electric Power Distribution,ELECTRIC SERVICES,,,,,,Utilities,Utilities,Utilities: Electrical,,Mid Value,Slow Growth,"Andrew Bischof, CFA, CPA",5/12/2022,Common Stock,,6/27/1991,,,,,,,,,,,,,,,,,,No
The Cooper Companies Inc,COO,711404,"New York Stock Exchange, Inc.",United States,United States,The Cooper Companies Inc,0C00000AQD,0P000001HC,,,Medical Instruments & Supplies,7/5/2022,315.89,"15,584.90",0.06,16.51,463.59,297.34,0.88,1/20/2022,0.03,"[1995-09-22]	3.000000	1.000000;[2002-11-25]	1.000000	2.000000;",12/8/2021,1/21/2022,2/9/2022,,0.02,,0.02,6,4.65,-0.82,4/30/2022,18.96,"3,139.40",947.9,0.06,US Dollar,Yes,Yes,Healthcare,Ophthalmic Goods Manufacturing,;;;OPHTHALMIC GOODS;,,,,,,Healthcare,Medical Equipment And Services,Medical & dental instruments & supplies,,Mid Blend,Classic Growth,Aaron Degagne,6/3/2022,Common Stock,,12/6/1983,,,,,,,,,,,,,,,,,,No
The Estee Lauder Companies Inc Class A,EL,1001250,"New York Stock Exchange, Inc.",United States,United States,The Estee Lauder Companies Inc,0C000007IQ,0P0000020S,,,Household & Personal Products,7/5/2022,259.03,"92,563.65",0.04,27.83,374.2,225.39,0.92,5/27/2022,0.6,"[1999-06-03]	1.000000	2.000000;[2012-01-23]	1.000000	2.000000;",5/3/2022,5/31/2022,6/15/2022,,0.9,,0.93,3.53,3.25,0.98,3/31/2022,9.15,"18,112.00","3,356.00",2.26,US Dollar,Yes,Yes,Consumer Defensive,Toilet Preparation Manufacturing;;,"PERFUMES, COSMETICS, & OTHER TOILET PREPARATIONS;;",,,,,,Consumer Discretionary,Consumer Products,Cosmetics,,Large Growth,Classic Growth,"Rebecca Scheuneman, CFA",5/18/2022,Common Stock,,11/17/1995,,,,,,,,,,,,,,,,,,No
The Goldman Sachs Group Inc,GS,886982,"New York Stock Exchange, Inc.",United States,United States,The Goldman Sachs Group Inc,0C000007XH,0P000002H5,,,Capital Markets,7/5/2022,297.2,"102,072.38",0.17,5.76,426.16,278.15,0.69,5/31/2022,2,,4/13/2022,6/1/2022,6/29/2022,,2.69,,2.69,17.37,12.74,-0.68,3/31/2022,51.61,"54,568.00","18,738.00",7.25,US Dollar,Yes,Yes,Financial Services,;;;Miscellaneous Financial Investment Activities;;,"SECURITY BROKERS, DEALERS, & FLOTATION COMPANIES;;;;;",,,,,,Financial Services,Investment Banking & Brokerage,Diversified financial services,,Large Value,Cyclical,"Michael Wong, CFA, CPA",3/30/2022,Common Stock,,5/4/1999,,,,,,,,,,,,,,,,,,No
The Hartford Financial Services Group Inc,HIG,874766,"New York Stock Exchange, Inc.",United States,United States,The Hartford Financial Services Group Inc,0C00000B7P,0P000002LQ,,,Insurance - Diversified,7/5/2022,65.02,"21,382.78",0.11,9.02,78.17,59.86,,5/31/2022,0.39,"[1998-07-16]	1.000000	2.000000",5/18/2022,6/1/2022,7/5/2022,,2.31,,2.37,11.15,10.95,-1.84,3/31/2022,7.25,"21,729.00","2,561.00",1.47,US Dollar,Yes,Yes,Financial Services,;;Direct Property and Casualty Insurance Carriers;;;;;,";FIRE, MARINE, & CASUALTY INSURANCE;;;;",,,,,,Financial Services,Insurance,Insurance: Multi-line,,Mid Value,Classic Growth,,,Common Stock,,12/15/1995,,,,,,,,,,,,,,,,,,No
The Hershey Co,HSY,47111,"New York Stock Exchange, Inc.",United States,United States,The Hershey Co,0C00000BA0,0P000002NZ,,,Confectioners,7/5/2022,218.34,"44,891.72",0.04,27.66,231.6,167.8,1.4,5/19/2022,0.9,"[1983-09-16]	1.000000	2.000000;[1986-09-16]	1.000000	3.000000;[1996-09-16]	1.000000	2.000000;[2004-06-16]	1.000000	2.000000;",4/28/2022,5/20/2022,6/15/2022,,1.65,,1.65,3.56,3.68,-1.2,3/31/2022,7.78,"9,341.61","1,615.19",3.51,US Dollar,Yes,Yes,Consumer Defensive,;Confectionery Manufacturing from Purchased Chocolate;,CHOCOLATE & COCOA PRODUCTS,,,,,,Consumer Staples,"Food, Beverage & Tobacco",Foods,,Large Growth,Classic Growth,"Erin Lash, CFA",6/13/2022,Common Stock,,9/19/1947,,,,,,,,,,,,,,,,,,No
The Home Depot Inc,HD,354950,"New York Stock Exchange, Inc.",United States,United States,The Home Depot Inc,0C00000BB5,0P000002OY,,,Home Improvement Retail,7/5/2022,283.73,"291,604.91",0.06,17.4,420.61,264.51,1.07,6/1/2022,1.9,"[1982-01-20]	2.000000	3.000000;[1982-05-11]	4.000000	5.000000;[1982-12-08]	1.000000	2.000000;[1983-06-09]	1.000000	2.000000;[1987-09-22]	2.000000	3.000000;[1989-07-03]	2.000000	3.000000;[1990-07-06]	2.000000	3.000000;[1991-06-26]	2.000000	3.000000;[1992-07-02]	2.000000	3.000000;[1993-04-14]	3.000000	4.000000;[1997-07-07]	2.000000	3.000000;[1998-07-06]	1.000000	2.000000;[1999-12-31]	2.000000	3.000000;",5/19/2022,6/2/2022,6/16/2022,,2.5,,2.68,5.55,5.83,1.67,4/30/2022,15.76,"152,565.00","16,519.00",6.85,US Dollar,Yes,Yes,Consumer Cyclical,;Home Centers;;,LUMBER & OTHER BUILDING MATERIALS DEALERS,,,,,,Consumer Discretionary,Retail,Specialty retail,,Large Blend,Cyclical,"Jaime M. Katz, CFA",5/20/2022,Common Stock,,9/22/1981,,,,,,,,,,,,,,,,,,No
The Interpublic Group of Companies Inc,IPG,51644,"New York Stock Exchange, Inc.",United States,United States,The Interpublic Group of Companies Inc,0C00000BK6,0P000002ZD,,,Advertising Agencies,7/5/2022,27.35,"10,766.72",0.09,10.75,39.98,26.36,0.78,6/3/2022,0.29,"[1977-10-26]	2.000000	3.000000;[1984-02-15]	1.000000	2.000000;[1986-06-24]	1.000000	2.000000;[1989-06-16]	2.000000	3.000000;[1992-06-16]	1.000000	2.000000;[1997-07-16]	2.000000	3.000000;[1999-07-16]	1.000000	2.000000;",5/26/2022,6/6/2022,6/21/2022,,4.1,,4.24,9.36,9.23,-1.65,3/31/2022,2.56,"10,552.20","1,020.50",1.1,US Dollar,Yes,Yes,Communication Services,Advertising Agencies;;;,ADVERTISING AGENCIES;;;,,,,,,Consumer Discretionary,Media,Advertising agencies,,Mid Value,Cyclical,Ali Mogharabi,3/18/2022,Common Stock,,8/23/1971,,,,,,,,,,,,,,,,,,No
The Kraft Heinz Co,KHC,1637459,Nasdaq - All Markets,United States,United States,The Kraft Heinz Co,0C00009E2G,0P00016CR2,,,Packaged Foods,7/5/2022,38.12,"46,660.58",0.03,38.53,44.87,32.79,0.75,5/26/2022,0.4,,4/27/2022,5/27/2022,6/24/2022,,4.2,,4.2,2.6,7.01,-1.35,3/31/2022,0.99,"25,693.00","1,225.00",1.6,US Dollar,Yes,Yes,Consumer Defensive,All Other Miscellaneous Food Manufacturing,"FOOD PREPARATIONS, N.E.C.",,,,,,Consumer Staples,"Food, Beverage & Tobacco",Foods,,Large Value,Slow Growth,"Erin Lash, CFA",5/9/2022,Common Stock,,7/6/2015,,,,,,,,,,,,,,,,,,No
The Kroger Co,KR,56873,"New York Stock Exchange, Inc.",United States,United States,The Kroger Co,0C00000802,0P0000036H,,,Grocery Stores,7/5/2022,47.23,"33,795.92",0.06,16.38,62.78,37.26,0.99,8/12/2022,0.26,"[1997-04-23]	1.000000	2.000000;[1999-06-29]	1.000000	2.000000;[2015-07-14]	1.000000	2.000000;",6/23/2022,8/15/2022,9/1/2022,,1.78,,2.2,6.12,8.29,-1.89,4/30/2022,2.89,"141,190.00","2,179.00",0.81,US Dollar,Yes,Yes,Consumer Defensive,;All Other Specialty Food Stores;,GROCERY STORES;;,,,,,,Consumer Staples,"Personal Care, Drug & Grocery Stores",Drug and grocery store chains,,Mid Value,Slow Growth,"Zain Akbari, CFA",4/14/2022,Common Stock,,1/12/1951,,,,,,,,,,,,,,,,,,No
The Mosaic Co,MOS,1285785,"New York Stock Exchange, Inc.",United States,United States,The Mosaic Co,0C00008R0K,0P0000TDWC,,,Agricultural Inputs,7/5/2022,44.52,"16,115.94",0.16,6.7,79.28,28.26,1.06,6/1/2022,0.15,"[1995-12-01]	1.000000	2.000000",5/19/2022,6/2/2022,6/16/2022,,0.93,,1.35,15.84,33.22,-5.12,3/31/2022,7.05,"13,982.60","2,655.90",0.34,US Dollar,Yes,Yes,Basic Materials,All Other Miscellaneous Chemical Product and Preparation Manufacturing,"PESTICIDES & AGRICULTURAL CHEMICALS, N.E.C.;;",,,,,,Materials & Processing,Chemical & Synthetics,Fertilizers,,Mid Value,Cyclical,"Seth Goldstein, CFA",5/3/2022,Common Stock,,10/25/2004,,,,,,,,,,,,,,,,,,No
The Travelers Companies Inc,TRV,86312,"New York Stock Exchange, Inc.",United States,United States,The Travelers Companies Inc,0C00000CCL,0P0000053I,,,Insurance - Property & Casualty,7/5/2022,167.2,"40,121.48",0.09,10.72,187.98,145.4,0.94,6/9/2022,0.93,"[1973-05-29]	1.000000	2.000000;[1986-06-09]	1.000000	2.000000;[1994-06-07]	1.000000	2.000000;[1998-05-12]	1.000000	2.000000;",4/15/2022,6/10/2022,6/30/2022,,2.14,,2.22,9.43,7.63,-2.33,3/31/2022,15.77,"35,312.00","3,947.00",3.52,US Dollar,Yes,Yes,Financial Services,Direct Property and Casualty Insurance Carriers;;,"FIRE, MARINE, & CASUALTY INSURANCE",,,,,,Financial Services,Insurance,Insurance: Property-casualty,,Large Value,Classic Growth,"Brett Horn, CFA",2/18/2022,Common Stock,,5/11/1988,,,,,,,,,,,,,,,,,,No
The Walt Disney Co,DIS,1744489,"New York Stock Exchange, Inc.",United States,United States,The Walt Disney Co,0C000009L1,0P000005UJ,,,Entertainment,7/5/2022,97.18,"177,011.79",0.02,63.78,187.58,92.01,0.57,12/13/2019,0.88,"[1971-02-02]	1.000000	2.000000;[1973-01-16]	1.000000	2.000000;[1977-12-06]	1.000000	1.015200;[1986-03-06]	1.000000	4.000000;[1992-05-18]	1.000000	4.000000;[1998-07-10]	1.000000	3.000000;",12/4/2019,12/16/2019,1/16/2020,,,,,1.52,5.71,1.08,3/31/2022,1.45,"76,624.00","2,651.00",0,US Dollar,Yes,Yes,Communication Services,;;;;Motion Picture and Video Production;;;;;;,;;;;;;MOTION PICTURE & VIDEO TAPE PRODUCTION;;;;,,,,,,Consumer Discretionary,Media,Entertainment,,Large Growth,Slow Growth,"Neil Macker, CFA",2/24/2022,Common Stock,,1/2/1962,,,,,,,,,,,,,,,,,,No
Thermo Fisher Scientific Inc,TMO,97745,"New York Stock Exchange, Inc.",United States,United States,Thermo Fisher Scientific Inc,0C00000CMT,0P000005F1,,,Diagnostics & Research,7/5/2022,545.07,"213,374.19",0.04,28.31,672.34,497.83,0.97,6/14/2022,0.3,"[1973-11-19]	1.000000	2.000000;[1979-07-10]	2.000000	3.000000;[1984-01-04]	2.000000	3.000000;[1985-09-17]	2.000000	3.000000;[1986-11-03]	2.000000	3.000000;[1993-10-29]	2.000000	3.000000;[1995-05-25]	2.000000	3.000000;[1996-06-06]	2.000000	3.000000;",5/19/2022,6/15/2022,7/15/2022,,0.21,,0.22,3.52,4.17,-0.58,3/31/2022,19.19,"41,123.00","7,603.00",1.08,US Dollar,Yes,Yes,Healthcare,;;;Testing Laboratories;,;;;;;LABORATORY ANALYTICAL INSTRUMENTS;;;;,,,,,,Healthcare,Medical Equipment And Services,Medical equipment,,Large Growth,Aggressive Growth,"Alex Morozov, CFA",5/25/2022,Common Stock,,8/27/1980,,,,,,,,,,,,,,,,,,No
TJX Companies Inc,TJX,109198,"New York Stock Exchange, Inc.",United States,United States,TJX Companies Inc,0C00000CNY,0P000005A3,,,Apparel Retail,7/5/2022,57.58,"67,462.80",0.05,20.31,77.35,53.69,0.87,8/10/2022,0.3,"[1997-06-27]	1.000000	2.000000;[1998-06-26]	1.000000	2.000000;[2002-05-09]	1.000000	2.000000;[2012-02-03]	1.000000	2.000000;",6/7/2022,8/11/2022,9/1/2022,,1.87,,2.05,4.78,5.56,2.75,4/30/2022,2.75,"49,869.80","3,336.36",1.04,US Dollar,Yes,Yes,Consumer Cyclical,;;;;All Other General Merchandise Stores;;,;;;MISCELLANEOUS GENERAL MERCHANDISE STORES;;;,,,,,,Consumer Discretionary,Retail,Specialty retail,,Large Growth,Cyclical,"Zain Akbari, CFA",6/9/2022,Common Stock,,11/17/1965,,,,,,,,,,,,,,,,,,No
T-Mobile US Inc,TMUS,1283699,Nasdaq - All Markets,United States,United States,T-Mobile US Inc,0C00000PT3,0P00008DL1,,,Telecom Services,7/5/2022,137.56,"172,443.13",0.02,60.06,150.2,101.51,0.89,5/1/2013,8.1,"[2007-03-14]	1.000000	3.000000;[2013-05-01]	2.000000	1.000000;",4/24/2013,5/1/2013,5/1/2013,,,,,1.63,1.9,0.55,3/31/2022,2.24,"80,479.00","2,804.00",,US Dollar,Yes,Yes,Communication Services,;Wireless Telecommunications Carriers (except Satellite);,RADIOTELEPHONE COMMUNICATIONS,,,,,,Utilities,Utilities,Utilities: Telecommunications,,Large Blend,Slow Growth,"Michael Hodel, CFA",6/2/2022,Common Stock,,4/19/2007,,,,,,,,,,,,,,,,,,No
Tractor Supply Co,TSCO,916365,Nasdaq - All Markets,United States,United States,Tractor Supply Co,0C00000CP9,0P000005H8,,,Specialty Retail,7/5/2022,198.03,"22,155.92",0.04,22.26,241.54,166.49,1.16,5/24/2022,0.92,"[2002-08-20]	1.000000	2.000000;[2003-08-22]	1.000000	2.000000;[2010-09-03]	1.000000	2.000000;[2013-09-27]	1.000000	2.000000;",5/11/2022,5/25/2022,6/8/2022,,1.45,,1.86,4.4,4.77,0.88,3/31/2022,8.71,"12,962.90","1,002.99",2.48,US Dollar,Yes,Yes,Consumer Cyclical,All Other Miscellaneous Store Retailers (except Tobacco Stores),"RETAIL NURSERIES, LAWN & GARDEN SUPPLY STORES;;",,,,,,Consumer Discretionary,Retail,Specialty retail,,Mid Blend,Cyclical,"Jaime M. Katz, CFA",4/28/2022,Common Stock,5/11/2012,2/17/1994,,,,,,,,,,,,,,,,,,No
Trane Technologies PLC Class A,TT,1466258,"New York Stock Exchange, Inc.",United States,United States,Trane Technologies PLC,0C00000BH0,0P000002VU,,IE00BK9ZQ967,Building Products & Equipment,7/5/2022,131.72,"30,804.09",0.05,21.19,207.06,120.64,1.05,9/1/2022,0.67,"[1987-07-13]	1.000000	2.500000;[1992-06-02]	1.000000	2.000000;[1997-09-03]	2.000000	3.000000;[2005-09-02]	1.000000	2.000000;",6/2/2022,9/2/2022,9/30/2022,,1.91,,2.03,4.65,5.35,0.27,3/31/2022,6,"14,474.30","1,448.40",2.44,US Dollar,Yes,Yes,Industrials,;;;;Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipmen;;;;;;,;;;;;;REFRIGERATION & HEATING EQUIPMENT;;;;,,,,,,Materials & Processing,Building Materials,Building: Climate control,,Mid Blend,,"Brian Bernard, CFA, CPA",5/5/2022,Common Stock,,6/9/1948,,,,,,,,,,,,,,,,,,No
TransDigm Group Inc,TDG,1260221,"New York Stock Exchange, Inc.",United States,United States,TransDigm Group Inc,0C00000IOQ,0P00001QRV,,,Aerospace & Defense,7/5/2022,527.27,"28,791.89",0.03,37.42,686.06,500.08,0.82,12/27/2019,32.5,,12/20/2019,12/30/2019,1/7/2020,,,,,2.72,4.06,-2.66,3/31/2022,14.36,"5,018.00",888,,US Dollar,Yes,Yes,Industrials,Other Aircraft Parts and Auxiliary Equipment Manufacturing,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, N.E.C.",,,,,,Producer Durables,Transportation & Freight,Aerospace,,Mid Growth,Cyclical,"Burkett Huey, CFA",5/10/2022,Common Stock,,3/15/2006,,,,,,,,,,,,,,,,,,No
Trimble Inc,TRMB,864749,Nasdaq - All Markets,United States,United States,Trimble Inc,0C00000CQO,0P000005IU,,,Scientific & Technical Instruments,7/5/2022,58.44,"14,618.33",0.03,30.17,96.49,55.65,,,,"[2004-03-05]	2.000000	3.000000;[2007-02-23]	1.000000	2.000000;[2013-03-21]	1.000000	2.000000;",,,,,,,,3.3,4.79,0.78,3/31/2022,1.93,"3,766.30",488.5,,US Dollar,Yes,Yes,Technology,Other Measuring and Controlling Device Manufacturing;;,MEASURING & CONTROLLING DEVICES N.E.C.;;,,,,,,Producer Durables,Scientific Instruments & Services,Scientific instruments: Gauges and meters,,Mid Blend,Classic Growth,,,Common Stock,5/11/2012,7/1/1990,,,,,,,,,,,,,,,,,,No
Truist Financial Corp,TFC,92230,"New York Stock Exchange, Inc.",United States,United States,Truist Financial Corp,0C000006V9,0P000000N2,,,Banks - Regional,7/5/2022,48.64,"64,759.97",0.09,10.59,68.95,44.75,0.76,5/12/2022,0.48,"[1973-01-26]	4.000000	5.000000;[1983-07-01]	4.000000	5.000000;[1985-04-29]	1.000000	2.000000;[1987-06-23]	2.000000	3.000000;[1989-07-03]	2.000000	3.000000;[1998-08-04]	1.000000	2.000000;",4/26/2022,5/13/2022,6/1/2022,,3.95,,3.95,9.21,10.12,0.91,3/31/2022,4.48,"22,138.00","6,378.00",1.89,US Dollar,Yes,Yes,Financial Services,Commercial Banking;;;;;;;;;,NATIONAL COMMERCIAL BANKS;;;;;;;;;,,,,,,Financial Services,Banks,Banks: Diversified,,Large Value,Cyclical,"Eric Compton, CFA",4/27/2022,Common Stock,,4/24/1991,,,,,,,,,,,,,,,,,,No
Twitter Inc,TWTR,1418091,"New York Stock Exchange, Inc.",United States,United States,Twitter Inc,0C0000AEH7,0P0000ZOQ0,,,Internet Content & Information,7/5/2022,38.38,"29,329.25",0.01,149.56,73.34,31.3,0.71,,,,,,,,,,,0.65,2.45,0.39,3/31/2022,0.25,"5,242.45",223.87,,US Dollar,Yes,Yes,Communication Services,All Other Information Services,COMPUTER PROGRAMMING SERVICES;;,,,,,,Technology,Information Technology,Computer services software and systems,,Mid Growth,Speculative Growth,Ali Mogharabi,10/21/2021,Common Stock,,11/7/2013,26,,,,,,,,,,,,,,,,,No
Tyler Technologies Inc,TYL,860731,"New York Stock Exchange, Inc.",United States,United States,Tyler Technologies Inc,0C00000CS8,0P000005K4,,,Software - Application,7/5/2022,340.13,"14,106.45",0.01,85.69,557.55,300.85,0.64,1/31/1990,0.02,,1/26/1990,2/6/1990,2/20/1990,,,,,1.14,2.22,1.87,3/31/2022,3.88,"1,753.59",164.47,0,US Dollar,Yes,Yes,Technology,;Software Publishers;,;PREPACKAGED SOFTWARE;,,,,,,Technology,Information Technology,Computer services software and systems,,Mid Blend,Slow Growth,"Dan Romanoff, CPA",2/17/2022,Common Stock,,3/24/1969,,,,,,,,,,,,,,,,,,No
Tyson Foods Inc Class A,TSN,100493,"New York Stock Exchange, Inc.",United States,United States,Tyson Foods Inc,0C00000CS9,0P000005K5,,,Farm Products,7/5/2022,85.79,"31,017.32",0.13,7.75,100.72,69.88,0.88,8/31/2022,0.46,"[1978-10-26]	1.000000	4.000000;[1983-04-18]	1.000000	2.000000;[1985-04-16]	1.000000	2.500000;[1986-04-16]	1.000000	2.000000;[1987-04-16]	2.000000	3.000000;[1991-04-16]	1.000000	2.000000;[1997-02-18]	2.000000	3.000000;",5/23/2022,9/1/2022,9/15/2022,,2.13,,2.14,12.95,9.46,0.63,3/31/2022,11.11,"51,339.00","4,054.00",1.81,US Dollar,Yes,Yes,Consumer Defensive,Poultry Processing,POULTRY SLAUGHTERING & PROCESSING,,,,,,Consumer Staples,"Food, Beverage & Tobacco",Foods,,Mid Value,Classic Growth,"Rebecca Scheuneman, CFA",5/11/2022,Common Stock,,7/9/1986,,,,,,,,,,,,,,,,,,No
U.S. Bancorp,USB,36104,"New York Stock Exchange, Inc.",United States,United States,U.S. Bancorp,0C00000CW2,0P000005KW,,,Banks - Regional,7/5/2022,46.46,"69,027.49",0.1,9.92,63.57,44.79,0.77,6/29/2022,0.46,"[1979-02-22]	4.000000	5.000000;[1985-04-16]	1.000000	2.000000;[1989-04-17]	1.000000	2.000000;[1997-01-16]	1.000000	3.000000;[1999-04-16]	1.000000	3.000000;",6/14/2022,6/30/2022,7/15/2022,,3.96,,3.96,9.99,9.55,-0.28,3/31/2022,4.64,"22,846.00","7,240.00",1.8,US Dollar,Yes,Yes,Financial Services,Commercial Banking,NATIONAL COMMERCIAL BANKS,,,,,,Financial Services,Banks,Banks: Diversified,,Large Value,Cyclical,"Eric Compton, CFA",4/27/2022,Common Stock,,5/3/1973,,,,,,,,,,,,,,,,,,No
UDR Inc,UDR,74208,"New York Stock Exchange, Inc.",United States,United States,UDR Inc,0C00000CU5,0P000005MX,,,REIT - Residential,7/5/2022,45.81,"14,585.95",0.01,90.27,61.06,42,,7/8/2022,0.38,"[1993-05-06]	1.000000	2.000000",6/16/2022,7/11/2022,8/1/2022,,3.2,,3.32,1.11,5,-1.4,3/31/2022,0.51,"1,346.59",160.62,1.45,US Dollar,Yes,Yes,Real Estate,Lessors of Residential Buildings and Dwellings,;REAL ESTATE INVESTMENT TRUSTS;,,,,,,Financial Services,Real Estate Investment Trusts (REITs),Equity REIT: Residential,,Mid Blend,Hard Assets,,,Common Stock,,5/7/1990,,,,,,,,,,,,,,,,,,No
